FORMULA,PROPERTY: YS (MPa)
ThPSe,0.0
SrMnGe,0.0
Fe12As5,0.0
CsRb2Sb,1.5
Sn3WO6,2.49
SrIn2Ir,0.0
KTeP2,1.4
Li2Nb2(PO4)3,0.0
ZnSnO3,3.9
TbYbRh2,0.0
Ba5Ga6SnP12,1.21
LiSn(PO3)4,0.0
Na3WClO4,4.99
Cu2WSe4,1.65
Tb4GaSbS9,2.44
CaTaNO2,2.4
LiMn9Se10,0.0
Ba5In4Te4S7,2.13
NaSn2,0.0
CrPbO4,2.25
HgBr,2.6
Tl2O3,2.25
Y2Ru2O7,0.0
YSbPd,0.27
LuGaRh2,0.0
Li2Co4O7F,0.0
Cu7Hg6,0.0
Sn0.23Te1Pb0.77,0.04
Zn3Cu10(TeO6)6,0.0
TmAs,1.18
TbNiGe2,0.0
LiInTe2,1.46
CeMgPt,0.0
Cs5Mo21Se23,0.0
Li3V4NiO12,0.0
Y(FeSi)2,0.0
Zn0.9Ga0.1As0.1Se0.9,2.34
La3Te4,0.43
Y4US5O3,1.95
La2ZrS5,2.01
Sr4V2(Se2O7)3,2.66
EuPPt,0.0
Ba12In4S19,2.56
PrFeGe2,0.0
HoTiGe,0.0
Pr4InSbSe9,1.89
HoGeAu,0.0
Ba2In2Se5,2.12
ReOsRu,0.0
V12P7,0.0
Cd4Sb3,1.25
Mg3(MnAl9)2,0.0
KTi2F7,6.4
In4Cu2Te7,1.1
Dy2Ni12P7,0.0
Ga1As0.01P0.99,2.23
PmHgAu2,0.0
NdGa2Ni,0.0
Na2Cl,0.0
KAg2SbS3,2.1
Ca3Sn2S7,0.0
Ge0.1Pb0.9Se0.9S0.1,0.32
Tm(CuTe)3,0.14
CrFeP,0.0
RbMn4Ga5Te12,1.53
Eu3Sb4Se9,1.08
Pb1Se0.99S0.01,0.26
CePrO2,0.0
Ba2GaSbSe5,2.51
Ba3Ta5NO14,2.8
EuB(SbO4)2,3.46
CsBiS2,1.39
SnTe,0.3
TaInNi,0.0
BaBSbS4,2.34
HgPS3,2.6
Mg10B16Ir19,0.0
LaPd3S4,0.0
Mg2Co,0.66
TbInAg2,0.0
Nd2CdIn,0.0
PrMoO4F,3.64
Yb2InPd2,0.0
LaCdAg2,0.0
LaIn,0.0
Al0.1In0.9P1,1.5
NaBiSe2,0.28
Ga1As0.1P0.9,1.22
TaTlS3,0.78
Li5Mn2Cu5O12,0.0
SrPbO3,1.78
CsLaHgSe3,2.46
K3Nb2AsSe11,1.53
U3Nb,0.0
Sn1Se0.6S0.4,0.98
K2PAuS4,2.63
DyFeSi,0.0
AgBiS2,0.9
TbGa2Co3,0.0
Re2RuBr,0.0
Li2Fe3SnO8,0.0
BePd3,0.0
Cs2Cd0.25Hg5.75S7,1.66
Sr2V2(SeO5)3,2.96
U2Zn17,0.0
TlCr5SeS7,0.97
KSb(SO4)2,4.64
LuU2S3O2,0.0
Cs0.4K0.6P1Se6,2.1
Rb3Zn(BO2)5,2.66
La(SiRu)2,0.0
YSiRu,0.0
Ba2CaReO6,0.0
Li7(NiO2)11,0.0
SrZnSb2,0.0
Ba5Al2Ge7,0.0
KRbBi8Se13,0.64
VB2,0.0
FeSn,0.0
In4As5(BrO4)3,4.22
Tm(MnGe)6,0.0
TlFeI3,0.0
Al(Ni10B7)2,0.0
Dy2MgIn,0.0
YbAgO2,0.0
EuNiGe3,0.0
K2NbCuSe4,2.14
SnI2,2.4
CeHSe,0.0
HoZnRh2,0.0
La2GeSe5,1.24
Ta4FeTe4,0.0
TbYHg2,0.0
Ba3(AlGe)2,0.0
LuIr2,0.0
VAg(PSe3)2,0.0
Dy12C6I17,0.0
Zn0.01Ga0.99As0.99Se0.01,1.39
Cd0.28Hg0.72Te1,0.21
LiMgBi,0.4
Gd3Al7Ag2,0.0
Lu2AlTc,0.0
Rb2Tb3AlF16,0.0
V2NO,0.0
GaAgTe2,1.1
La2YbCuSe5,1.15
Pr2InGe2,0.0
NaSc(SeO3)2,5.5
Mn(PbO2)2,1.5
Ba3Bi2TeO9,2.3
Sn0.17Te1Pb0.83,0.15
Al0.3Ga0.7As1,1.81
CdAg2(PS3)2,2.49
GaAgGeS4,3.0
LiY2Ru,0.0
K2Hg3Se1.31S2.69,2.28
Li2Fe3NiO8,0.0
K2In3CuSe6,1.68
Cd3In2(Te2S)2,1.23
ZrAlRu2,0.0
Gd2O3,5.3
NdMg2Ni9,0.0
Pr(CoAs)2,0.0
Ba3P3ClO10,6.89
Ho(SiPt)2,0.0
SnSb3(PO4)4,0.0
Lu2Mo2C3,0.0
RhSeS,0.7
Rb1.54Cd1.54Bi2.46S6,1.33
GeTe2,0.3
Ce(SiPd)2,0.0
Ga1.65Cu0.35S2.65,2.53
TbRh2,0.0
RbSc(SeO3)2,4.9
Ta2Tl4S11,1.26
Tl2Hg3Se4,1.57
CsVP2S7,0.0
Li6Fe3Co7O20,0.0
ReSi2,0.12
K2MnSnSe4,1.7
GaBi25O39,2.99
In1.5Cu0.5Se2.5,1.24
YVTeO10,2.2
NaSm(PS3)2,2.54
BiBPbO4,3.2
Th2In,0.0
Li3Mn4(PO4)6,0.0
LaRe2Ag,0.0
Yb(InS2)3,1.31
Hf2Co4P3,0.0
YbCe2CuSe5,1.05
GdH2NO5,4.84
CsInGeSe4,2.32
K2Hg(PSe3)2,2.25
ZnAs,0.9
LiTiSiO4,0.0
Ti3Be,0.0
Cd0.9Hg0.1Se1,0.35
VFeRu2,0.0
Li2MnCo3O8,0.0
CsGeB3O7,5.76
Ho2Au,0.0
KUCuSe3,0.0
DyRh,0.0
Gd2Te3,0.74
Zr0.67Ta1.33N3.03O0.12,1.71
Re2W3C,0.0
Ba2V2ZnO8,3.48
Dy2MgTl,0.0
Ba3Cd(SnS4)2,2.75
Na11Bi5O16,0.0
Cu4W(SCl)4,0.0
Al0.6Ga0.4As1,2.3
In0.01Te1Pb0.99,0.53
La4Co3O10,0.0
Mg3Al9FeSi5,0.0
Zr6Al2Ni,0.0
LiGa(GeSe3)2,2.64
Li8IrO6,0.0
SrNi2(PO4)2,0.0
Zn3Cd,0.0
ZrGeRu,0.0
Er4NiB13,0.0
AlCu3,0.0
Nb40N21O16,0.0
HoB2Rh3,0.0
BiPd,0.0
In2FeSe4,1.15
Zr3(Al2C3)2,0.0
ErSe2,1.07
Cr2CuTe4,0.0
RbInGeS4,3.1
Cs2AgBiCl6,2.77
HfB4Ir3,0.0
Co2B4Mo,0.0
BaCu2SnSe4,0.48
Sr4Te3(ClO2)4,4.0
Ba3Yb4O9,0.0
CsCu2AsS3,2.3
Sm2Te3,0.7
Cs2SeClF6,0.0
LiInAg2,0.0
Ce3B2(ClO2)3,0.0
Ga1.1Sb0.9Te0.3,0.7
Nd2ZrS5,1.83
Li2InAg,0.0
La16Mn15O48,0.0
HoCd3,0.0
SiGe,0.88
TiFe2,0.0
K2Th(CuS2)2,2.17
DyAgHg2,0.0
Lu2FeS4,0.0
GdPbAu,0.0
Nd(NiSn)2,0.0
AlFe4(CuO4)3,0.0
K3Cd(BO2)5,3.47
Ga1.001Sb0.999Se0.003,0.71
Al0.45Cd0.55Sb0.45Te0.55,1.93
Al2CoIr,0.0
ThTeO,1.45
BaGa4Se7,2.64
Hf6PbO18,0.0
CeAgSn,0.0
Li3Ti2(PO4)3,0.0
SrV13O18,0.0
Gd2Zn17,0.0
TlCdS2,1.5
Zn0.75Cd0.25Se1,3.2
Hg3PS3,1.98
AsAu3,0.0
Mn2AlB2,0.0
Rb3Ga,0.0
Pr10Se14O,1.89
Cs2Ba3(P2O7)2,6.31
AsP,0.23
Y(Re2Si)2,0.0
ErNi4B,0.0
Nd1.33Lu0.67S3,1.5
NdAl4Ge2Au,0.0
Dy4CdRh,0.0
Sr2ZnReO6,0.0
Li3Co(NiO2)4,0.0
BeTe,2.89
Mn2GaW,0.0
Tb2EuSe4,2.0
Nd3Ni13B2,0.0
YMgCu4,0.0
Er2Fe14B,0.0
YbSi2Ni,0.0
Ba5Ga6GeP12,1.39
U4N7,0.0
Ga2(TeO3)3,4.14
NbSnIr,0.28
PHPbO3,3.97
Mg(As2Rh3)2,0.0
CsEr9(Cd2Se9)2,2.09
NdRh,0.0
Er2(MoO4)3,0.96
K10Zn4Ge4S17,3.34
Tm(SiOs)2,0.0
DyZrSb,0.0
SrCrO4,2.45
BaZnGeSe4,2.46
Zn2BIr2,0.0
Ag2GeS3,1.98
Cs2NaCoF6,0.0
BeSiOs2,0.0
Eu3S4,1.7
In0.4Ga1.6Cu1S3.5,2.15
FeAsSe,0.6
Na2In4Se6S,1.92
Y(TiGa2)2,0.0
HfSiPt,0.0
LaBPt3,0.0
SmCoC2,0.0
La3CuGeSe7,2.0
La2PC,0.0
SrIn2Rh,0.0
Li4WO5,0.0
Li2MnGeS4,3.06
Ba2DyInTe5,1.35
Zn0.5Ga0.5P0.5Se0.5,2.13
La2Ga2GeS8,2.78
Li3Cu4NiO8,0.0
SrZr2Nb,0.0
Li3(CuO2)2,0.0
Zn0.5Ga0.5As0.5Se0.5,1.52
CuF,0.0
LiGaAu2,0.0
In1Sb0.9As0.1,0.27
Eu2O3,4.5
LaB6,4.1
Ba2LiFe2N3,0.0
Zn0.9Ga0.1P0.1S0.9,2.8
Yb5Au4,0.0
Ca3PbN,0.0
Er3Te4,0.9
LiCo7O7F,0.0
EuGe3Pt,0.0
La2Sn5Rh3,0.0
BaZn(MoO2)4,0.0
Yb2ZnPb,0.0
Cu3(P2O7)2,0.0
Ba3(LiSn2)4,0.0
Ba3Te,0.0
MnFeAs,0.0
Zn0.86Hg0.14Te1,1.66
TeI4,1.1
Hf7P4,0.0
FeRhO3,0.0
TiCoSb,0.95
CdIClO3,4.3
NaIn(TeO3)2,4.0
K4C2O3,0.0
Li2V3CrO8,0.0
Zr2Te,0.0
Eu(POs)2,0.0
Bi0.6Sb1.4Te3,0.2
SiBi3O7,0.0
SrCd,0.0
Cs3Bi2Br9,2.5
GdSb,0.0
Cd0.4Hg0.6Se1,0.95
Gd1.05Sc0.95Se3,1.2
Sm2(SnSe3)3,0.7
Li4.5Ga0.5Te1O6,4.99
Ge0.02Te0.98Pb0.98S0.02,0.34
BaTi4O8,0.0
Rb2Cd(IBr)2,3.35
MgMnO3,0.0
Na2Hg3(GeS4)2,2.68
K2Al2B2O7,6.89
Ho5Si4,0.0
Gd2ZrS5,1.88
NiN,0.0
W3O7F,0.0
BeCu,0.0
LiMoIO6,2.8
Fe3B,0.0
Gd(NiGe)2,0.0
LiCd2Rh,0.0
Dy3InC,0.0
NaF,10.5
Mn2Nb,0.0
In2Se2O7,2.97
AlCoO3,0.0
Ga1Sb0.25As0.75,0.65
Gd2(Zn2Ge)3,0.0
ErSnAu,0.0
SmNiAs,0.0
MnCdO2,0.0
K4Ce3Sn3S14,2.46
Mg2SiPt,0.0
LiInSn,0.0
Na4Mg(SiSe3)2,2.85
Mn5As4,0.0
KH(CN2)3,0.0
Sr2YBi2O7,0.0
UHg3(TeCl3)2,2.6
Sm2Mn3(SbS3)4,1.5
EuTl,0.0
Tl2Se,0.37
MgScAg2,0.0
BaPt5,0.0
CsTaPSe6,2.29
KF,10.3
CeRh,0.0
TlCr5Se8,0.67
MgSiN2,4.05
CePd5,0.0
LiY(CuP)2,0.0
TaPd3,0.0
BaLa2Te5O14,3.81
SnO,3.0
K2NbO6,0.0
YZn5,0.0
Na4Al4Si19,0.64
Li3Si3Ag2,0.0
Zr(Fe2Si)2,0.0
Cr2CuS4,0.0
LuHfRu2,0.0
Mn3NbO8,0.0
Ca2Si,1.9
Dy2C,0.0
DyZnGa,0.0
Na2TeS3,2.35
Hf3(NiGe)4,0.0
K3Sn,0.0
KInGeS4,3.1
VPt2,0.0
Cd0.3Hg0.7Se1,1.1
Ce2Fe17,0.0
Ga2GeTe3,0.84
SnPt3C,0.0
SmCuSe2,2.1
Gd1.47Mn2.04In0.49S5,1.75
Cr2GeC,0.0
Ce2S3,1.12
TeI,1.1
LiAgF3,0.0
Rb2Te,4.5
Li2In2GeSe6,2.3
HoMgAu2,0.0
Ce(HO)3,0.0
Li3Mn4O8,0.0
La3(OsO5)2,0.0
YIn2Ni,0.0
ScSbPd,0.23
NdCuSO,2.98
Cu4As2O9,0.0
TmH2,0.0
SmSb,0.59
BaAl2,0.0
Ho2GeS5,2.5
YVSeO10,2.7
YBi,0.0
Ca3TlN,0.0
Al21Pt8,0.0
Ga1.95Cu0.05Se2.95,1.96
Pb1Se0.5S0.5,0.33
Y(SiPt)2,0.0
Li4Fe2Cu3O10,0.0
Zr6NiCl15,0.0
SnAs3,0.0
Ba2B4H2O9,5.12
TmCoSi2,0.0
Hf3Zn3N,0.0
LaH2,0.0
Ni7(P2O7)4,0.0
CaHg2,0.0
LiAlB4,0.0
AgAu3,0.0
Cd0.6Hg0.4Se1,0.7
NaBi3,0.0
In(MoSe)3,0.0
Ba1.88Ta15O32,0.13
TiCr3(PO4)6,0.0
Ba6Al4B14O33,3.44
PdSe,0.2
Ga2GePbSe6,1.96
Ba8Ta7O24,0.0
MnNiP,0.0
LaMg(FeO3)2,0.0
Cu11Sb4S13,0.0
Bi2Te1.5Se1.5,0.29
Ce(CoB)4,0.0
Rb3Cd(BO2)5,2.34
Cs4Zr3S14,2.35
Ta11(CuO6)5,2.58
Lu(InS2)3,1.27
Ga3SiAg3Se8,2.3
TlHg6Se4Br5,2.8
Ho2S3,0.5
Eu2CuO4,0.0
YN,1.9
VIr3,0.0
Cd0.7Hg0.3Se1,0.55
Na3In2Au,0.0
LiZrRh2,0.0
La2VNiO6,0.45
Mg2CuWO6,0.0
Re3F,0.0
KGaSnSe4,1.73
In0.99Ga0.01As0.99P0.01,0.3
Pb2O3,1.67
Pr27Se40,0.0
Zn0.42Ga0.58As0.58Se0.42,1.67
Rb2Cd3(B4O7)4,4.76
Eu(GaTe2)2,1.7
Yb(Fe2Ge)2,0.0
RhS3,1.5
LiAlGe,0.0
Al0.7In0.3P1,2.3
HfZnNi2,0.0
Ba2LaIrO6,0.0
Sr10Al4Si6O,0.0
TaW3,0.0
Sn0.25Pb0.75Se1,0.04
Th(SiRu)2,0.0
Al6Fe,0.0
Li2HgGeS4,2.46
Sn0.13Pb0.87Se1,0.02
U6Co,0.0
Sr5Sn3,0.0
Te0.5Se0.5,1.0
Li4Co2Ni3O10,0.0
TmSb,0.0
SrIn2,0.0
V2Cd2Te2O11,2.48
Ta2Nb3O12,0.0
TlCr5Se5S3,0.8
CuSeO3,0.0
BaReH9,3.44
In0.6Ga0.4As0.6P0.4,1.25
HfTl3,0.0
LiMg2Ag,0.0
Tb2SbO2,0.0
Li4Mn3Cr3O12,0.0
Ga0.07Te1Pb0.93,0.34
KCl,8.5
Cu2HgGeSe4,0.0
ScTa2NO5,2.67
EuSn3,0.0
Li2(NiO2)3,0.0
Cs5P5Se12,2.17
Ba3NaIrO6,0.0
Eu2C(NO)2,0.0
K1.46Sn3.09Bi7.45Se15,0.39
CrSb2,0.14
TlSbTe3,0.38
YbCe2CuS5,1.37
Li2CdGeS4,3.1
CaMnSn,0.0
Sm2Pd2Pb,0.0
K2La2Ti3O10,3.05
LaP,0.54
Be12Pt,0.0
TePd,0.0
K2Dy2Ti3O10,3.38
NaLaS3,2.61
Ge0.1Te1Pb0.9,0.35
Sr(NdS2)2,2.45
ZnCu2SiSe4,2.33
Co3H,0.0
BiBrO,2.92
K2Ti(CuS2)2,2.04
K4Ga4Si19,1.18
Ca2MnAlO5,0.0
Ca2Sn2F3,0.0
CrFe2Sb,0.0
KNb3(SeO6)2,3.46
PrGe5,0.0
LiMnSiO4,0.0
Ba2InAgS4,2.32
Rb3Mn,0.0
HgRhO3,0.0
CuPd,0.0
Ba2GaSbTe5,1.66
Mn5O7,0.0
LaInS2O,2.73
LaTaN2O,2.0
Ca2NiIrO6,0.0
Ga1.7Cu0.3S2.7,2.55
MgCu2SiS4,3.2
YbSb,1.0
Cs2Th(PS3)3,2.8
K2In3AgSe6,1.64
YbMn2O5,0.0
Ca(NdS2)2,2.7
YCuO2,3.5
Na2Ga2GeS6,3.29
Ti4NiBi2,0.0
Mn3Cr3(TeO8)2,0.0
Hf2MnIr,0.0
YH2,0.0
Cd0.05Ga0.95Sb0.95Te0.05,0.74
Zn0.55Hg0.45Se1,0.8
Tm(NiGe)2,0.0
Ag(AuS)2,0.0
Tb5Ti5O17,0.0
ZnSb3,0.0
NdPt,0.0
KB5PbO9,3.1
SmMgHg2,0.0
Ba2YGaSe5,2.31
LiSm3SiS7,2.83
Nd(Re2Si)2,0.0
In2HgSe4,0.6
Sn0.06Te1Pb0.94,0.28
NiAgO2,0.0
SrAg,0.0
LiGaAg2,0.0
K2ZnTe2,3.0
Mg5B3O9F,5.63
Mg2TiIrO6,0.0
NaInTe2,1.6
Ba3Eu(PO4)3,4.09
Na2Cd(GeSe3)2,2.37
Re2PbO6,0.0
Ba3InS4Cl,3.42
Cs2ZnGe3S8,3.33
NaTi5Se8,0.0
KInS2,3.0
Na3Sn2ClF6,3.88
Sn0.15Te0.15Pb0.85Se0.85,0.18
In0.3Ga0.7As0.7P0.3,1.67
V2Zn3TeO10,2.96
Yb(SbTe2)2,0.34
YZnBiO4,1.58
LiTi3O6,0.0
La5SmS8,0.0
ZrS2,2.75
BPb7Br3O7,2.62
Sr2MgReO6,0.0
CsAgSb4S7,2.04
RbMn4In5Se12,1.76
SrAl,0.0
Sm4U4O17,0.0
CsAg2AsS3,2.7
Sn3Pd,0.0
ZrO2,4.99
Li2NdSb2,0.0
PrBPt4,0.0
Cs2SiB4O9,6.53
LiSiPd2,0.0
NdTiGe,0.0
Ga0.99Hg0.01Sb0.99Te0.01,0.72
Hf(VGa2)2,0.0
KMo6S7,0.0
Zn0.25Ga0.75As0.75Se0.25,1.51
Ga2HgSe4,1.95
Gd2Mn4S7,1.44
Ga0.005Te1Pb0.995,0.37
Ba3CaIr2O9,0.0
PrMgAg2,0.0
Gd(CuTe)3,0.52
CdBr2,4.47
In0.5Ga0.5P1,1.9
Cd0.1In0.9Te0.1As0.9,0.69
Zr4AlNi2,0.0
Ga1.002Sb0.998Te0.006,0.7
Cs2MgGe3Se8,2.04
Zn0.8Hg0.2Te1,1.4
NdCrGe3,0.0
Y4CuTe8,0.0
TbZrSb,0.0
Zn2MoSeO7,4.2
Ba2V4(TeO6)3,2.64
YAlPd,0.0
Zn2InCuTe4,1.05
LiPm2Ga,0.0
Cs2Hg(ICl)2,2.15
TlN,1.4
Dy7In(CoGe3)4,0.0
Ba3CrS5,0.0
Cd1Se0.2S0.8,2.23
K2Cd2Te3,1.93
Lu7(NiTe)2,0.0
KLi(WO3)3,0.0
Mg2CrN2,0.0
ThFe2SiC,0.0
PrZn,0.0
LuSi2Ni,0.0
Nd2S3,2.65
Cd0.2Ga0.8Sb0.8Te0.2,0.8
Ca2CdPb,0.0
RbNa2NiO2,0.0
La2Ga0.33Sb1S5,1.76
PrLuIn2,0.0
Ba3B1.5Sb0.5S6,3.01
HoCd,0.0
K2FeGe3Se8,1.95
Lu2AgAu,0.0
Cs2La1.19Bi8.81S16,1.0
CaMgSn,0.0
GdTe,1.3
CsInHgS3,2.3
InBi2S4Br,1.5
Dy12Co7,0.0
Ba2InBiS5,1.55
TlHg6S4Br5,3.03
Bi2Te2Se,0.3
Pm2CuGe,0.0
HfTiF6,0.0
RbU2SbS8,0.0
Ba3Ag2(SnS4)2,2.37
Ta2TiN3,0.0
BaNa2GeS4,3.7
CoAsRh,0.0
Sc3PbC,0.0
Li2CuF6,0.0
Mn(SbSe2)2,0.31
Ga9Rh2,0.0
SrPb3Br8,3.2
Sm2Tl,0.0
Ca2ScSbO6,3.68
Er2Te3,0.9
CuBiSeO,0.82
Li2ZnSnSe4,1.87
Sr8(MnN3)3,0.0
Re3As7,0.0
SiSn,0.59
Cu2Hg2SF6,0.0
Hf5Sb3,0.0
Tb10B7C10,0.0
Li2(FeO2)5,0.0
EuAgSb,0.0
KCoO2,0.0
BiPbClO2,2.45
Ag2GeSe3,0.9
Hf3(CuSi)4,0.0
TiCoGe,0.0
MgRh2Pb,0.0
Sb4Pb4S11,0.0
MnFeCoGe,0.0
TlCr5(Se3S)2,0.75
Ga1Sb0.99As0.01,1.37
Sm(InS2)3,1.18
BaLa2CoS5,0.0
TlCr5Se7S,0.71
TbSnAu,0.0
Cd2PbO4,0.0
Ce4FeSe6O,0.0
Sr2YReO6,0.0
CsGa7,0.0
NdInAu,0.0
LaScSi,0.0
Nb3VS6,0.0
SmPbAu,0.0
Al0.6In0.4P1,2.3
Ti2CoS4,0.0
TiNiSb,0.42
TbPt,0.0
Li5Co2O2F5,0.0
Cd3AgPS6,2.56
LiZn(Fe5O8)2,0.0
ScBe5,0.0
Ce6B2(CBr)3,0.0
Sm2IO2,0.0
CaZn3Ni2,0.0
In0.01Ga0.99As0.99P0.01,1.43
LaP3,0.0
ScAg(PSe3)2,1.55
TiFe2Sb,0.0
PmGaAu2,0.0
Si0.12Ge0.88,0.84
VNi5(PO4)6,0.0
CrCo2Bi,0.0
Cu23(Sb4S13)2,0.0
BaLi4,0.0
LiScHg2,0.0
Sr8Co8O23,0.0
Ba3Ho2(PS4)4,3.3
PrSm3,0.0
AgBiSe2,0.34
NaCd4P3,1.1
Li3GaTe4O11,3.85
VP4,0.0
Li23(MnAs)20,0.0
CaIrO3,0.0
Sr3(SnIr)4,0.0
Ca3In,0.0
NbAg2(PS4)2,2.02
BaAg,0.0
V3Si,0.0
Na7(CoO3)2,0.5
Ho2Pd2Pb,0.0
Mn0.05Te1Pb0.95,0.37
Zr5Al3,0.0
U4Re7Si6,0.0
Rb4CuSi2O7,0.0
Mn2OF3,0.0
Cu15Si4,0.0
Ta7Cu3O19,2.47
CuP2(HO3)2,0.0
MnSe,2.5
GdO2,0.0
Li2PtO3,2.3
InSb2Se4Br,1.35
Co3W,0.0
Hf2Ge,0.0
RbCu2AsS3,1.96
KBi2,0.0
Gd3.04Sc0.96S6,1.5
Cs3Sb,1.6
Tl2InGaTe4,0.88
Ca(GdS2)2,2.55
Ba14Na8CaN6,0.0
Hf5Sb9,0.0
BaZnSiSe4,2.71
NdAs,1.04
YbSb4Te7,0.22
U2Ti,0.0
MgInPd2,0.0
FeAs2O7,0.0
Ca3N2,1.55
Mn3PtN,0.0
K2S,2.1
NdMgNi4,0.0
Ba3Sb2S7,2.4
KYbSe2,0.0
ScBIr3,0.0
V2ZnO4,0.0
Li4Mn5NbO12,0.0
Li3Mn(NiO3)2,0.0
Rb5(WO3)18,0.0
LiHf2Ir,0.0
Li12Fe5O16,0.0
V4ZnO8,0.0
La(In2Au)2,0.0
Tl4CdI6,2.8
Na2Ti2Sb2O,0.0
BaMn4O7,0.0
Tl3AsSe3,1.3
BaGe3Pt,0.0
TlGaS2,3.4
LiCu2Ge,0.0
TcSe2,0.88
MgZn2,0.0
YbCuSi,0.0
Sr2Cu(ClO)2,0.0
Cu3Bi6S10I,0.72
ScN,2.6
RbCuSnS3,1.44
Tb2Sb5,0.0
K4Ag9(SbS3)4,2.0
B3Pb10Br3O13,3.25
VFeSb,0.46
Bi4Pb7Se13,0.29
Rb2Na2IrO4,0.0
K4(ZrSe5)3,1.81
Ba2ErInTe5,1.35
VP,0.0
Zn4.5Ga1Sn0.5O7,3.0
Zn0.92Hg0.08Te1,1.9
Dy2ZnIn,0.0
Er2C3,0.0
In1.3Cu0.7Se2.3,1.1
Li2(LuGe)3,0.0
Ga1.65Cu0.35Se2.65,1.81
TbH2,0.0
LaVI5O16,3.58
U2MnN3,0.0
POsSe,1.4
Ba2ErGaSe5,1.95
Ge0.05Pb0.95Se1,0.28
SrIn4Pt,0.0
Cr3Ni(PO4)6,0.0
SbPd3,0.0
K(OsO3)2,0.0
UGaNi,0.0
K6Cd4Sn3Se13,2.33
TeSe,1.58
ErCuPb,0.0
PdSe2,0.4
Co3Se4,0.0
Yb(GaS2)2,2.3
Ca4Bi6O13,2.76
ThBi2,0.0
In0.04Te1Pb0.96,0.37
HfO2,5.55
ThSO,2.22
ReSn3,0.0
K(FeAs)2,0.0
Cs1.43Cd1.43Bi2.57S6,1.28
Cd(In15Te23)2,1.17
MgAgAs,0.0
LiLu2Pd,0.0
Ba(AsRh)2,0.0
Te0.99Pb1Se0.01,0.3
Na5Fe6(SiO3)12,0.0
U(CuP)2,0.0
BaTl3,0.0
CaPd3C,0.0
SnHgO3,1.6
Ga1.9Cu0.1S2.9,2.6
Cs2Hg3S4,2.8
TmAlCu,0.0
Ca2GeN2,0.0
Sr2Pr2Pt1O7.07,3.05
UP2S9,1.41
Sr2V3Se5O18,2.47
Ge0.25Te1Pb0.75,0.44
HPbI3,0.0
KTa3(TeO6)2,4.06
Mn3Cr3(CoO8)2,0.0
Li2TeMoO6,3.5
ThAl3,0.0
Si0.3Ge0.7,0.88
MnS,0.0
InSiTe3,0.0
CaMg2N2,3.25
EuIn2(GeIr)4,0.26
NaInS2,1.9
Cd0.05In0.95Te0.05As0.95,0.68
Cs2MgSn3Se8,1.92
Lu2CrS4,1.75
Sn2WO5,2.6
Ce2(SnSe3)3,0.3
Cd0.03In0.97Te0.03As0.97,0.71
Na2Be4B4O11,7.3
NdSb,0.0
Zn0.94Hg0.06Te1,2.03
Nd5Ge3,0.0
Zn0.3Ga0.7P0.7S0.3,2.3
Lu2CdIn,0.0
Cu2O,2.58
YbZnAu2,0.0
Al0.01In0.99P1,1.3
RbH3(SeO3)2,4.84
Pr7Mn8O24,0.0
LiBi3(ClO2)2,3.35
Cs2Ga2S5,3.26
Pb3O4,2.12
Ca2Ge,1.0
YbIn4Rh,0.0
Sr3Ge(SbSe4)2,0.75
Ce2Ti2O7,0.0
Rb3(Cu4S3)2,0.0
SmErMg2,0.0
K(GeSe2)2,1.8
Sm2S3,2.96
La2Ge5Rh3,0.0
Na10(Ga2Sn)3,0.0
K2AgSnSe4,1.8
YbCdHg2,0.0
HfOs2,0.0
NdMnSbO,0.0
YbWClO4,4.23
ZnSn3,0.0
ThSi,0.0
OsS2,2.0
ZrMo3,0.0
ZrGe2,0.0
Co2Ge,0.0
Li4HgGe2S7,2.75
CaGaGe,0.0
PrP,0.0
K2Cd3Te4,2.26
RbInTe3O8,3.9
Li2GaPd,0.0
SnGeS3,2.23
GeI2,1.5
Ta2Mn3O8,1.89
Mg2Ga,0.0
CsUCuS3,0.0
In0.8Ga0.2As1,0.5
YbTlSe2,0.0
Eu(InTe2)2,1.22
SrSnO3,4.1
Rb2Cd(PSe3)2,2.58
Yb3Tc,0.0
TcS2,1.0
SmInAu,0.0
Tl0.07Te1Pb0.93,0.54
Ti6H2O13,3.4
MnP2,0.0
EuCd11,0.0
Th2GeSe2,1.98
Tl2BiP2S7,1.8
Nb3IrSe8,0.0
Nd2Ge5Rh3,0.0
HfVSi,0.0
Sc5Bi3,0.0
ZrTiF6,0.0
ScCu2,0.0
Li2DyIn,0.0
Sr8Al7,0.0
Li13Nb14ZnO42,0.0
Fe6W6C,0.0
TlNi,0.0
LiF,11.7
SmSi3Pt5,0.0
ScTiNbO6,3.58
HoInAu2,0.0
Cr2HO4,0.0
Cs2Hg6S7,1.63
CuSbPbS3,1.31
CsCd4In5Te12,1.42
EuN,1.25
Ti1C0.9,0.3
Cu2PHO5,0.0
CuMoO4,0.0
Yb2MgS4,0.0
Li3Mn3WO8,0.0
Ba2GaSe4,1.63
Sc3(MnGa3)2,0.0
Sr2TiO4,3.41
In9AgTe14,1.5
LiCa2Ge3,0.0
Al0.4Cd0.6Sb0.4Te0.6,1.8
DySnRu2,0.0
Mn3SbO8,0.0
K2VAgS4,1.85
Zn2WN2,0.0
PH2NO2,0.0
Zr3Al2,0.0
Ca(SiPd)2,0.0
Ce3MoO7,2.0
Si0.08Ge0.92,0.72
