FORMULA,PROPERTY: YS (MPa)
Ca8Pr17Mn25O75,26.25
Pr3Mn5Pb2O15,254.0
Pr9Mn10PbO30,151.0
PrMn2PbO6,253.0
Fe80B3P10C7,601.0
Fe80B3P13C4,597.0
Fe80B3P8C9,612.0
Fe80B5P8C7,616.0
MnCuNiSb,716.0
MnCuNiSn,366.0
MnInCuNi,340.0
Dy(CoB)2,11.0
ErAl2Ni,5.1
HoAl2Ni,7.8
HoNi2B2C,5.0
Tm3Co,7.5
TmAlZn,2.8
Mn5Ge3,297.2
Mn19CoGe12,271.725
Mn19FeGe12,304.09
Mn10(SiGe)3,260.0
Mn10SiGe5,299.0
Mn49CoGe30,285.0
Mn49NiGe30,268.0
Mn50(Ga3Ge7)3,274.0
Mn50(GaGe9)3,302.0
Mn97(CoGe20)3,280.0
Mn99CoGe60,285.0
Mn99NiGe60,285.0
Tm4CdCo,4.5
Ho4CdCo,22.0
TmAlAg,3.3
Tm4MgPd,6.0
Ho2Cu2Si3,9.0
Tm2CdCu2,15.0
Er4MgPd,20.0
AlCrFeCoCuSiNi,104.0
MnCrFeCoNiGe,97.0
MnCrFeCoCuNi,124.0
TiMnCrFeCoNi,37.0
AlCrFeCoCuNi,176.0
TiAlFeCoCuNi,274.0
TiAlCrFeCoNi,93.0
AlFeCoCuSiNi,281.0
FeCoCuNiPt,837.0
FeCoCuNiAg,805.0
FeCoCuNiMo,328.0
MnFeCoNiMo,68.0
MnGaFeCoNi,77.0
MnFeCoCuNi,146.0
CrFeCuNiMo,102.0
CrFeCoNiPd,440.0
CrFeCoCuNi,251.0
MnCrFeCuNi,60.0
MnCrFeCoCu,59.0
MnCrFeCoNi,27.0
TiCrFeCoNi,95.0
TiVCrFeMo,31.0
AlFeCoCuNi,493.0
AlCrCoCuNi,25.0
AlCrFeCuNi,124.0
AlCrFeCoNi,136.0
MnAlCrFeCo,32.0
TiAlFeCuNi,213.0
FeCoCuNi,796.0
MnFeCoNi,166.0
CrFeCoNi,155.0
VCrFeMo,21.0
AlCoCuNi,197.0
AlFeCoNi,497.0
FeCoNi,804.0
MnFeNi,43.0
CrCoNi,25.0
CrFeNi,80.0
EuZnAg,29.0
DyMgPt,29.0
Er2GaCo2,25.5
Er5(In2Ni)2,21.0
EuCdAg,27.0
EuZnPt,20.0
EuCdAu,22.0
SmGdFe17,553.0
Tb3NdFe34,391.0
TbNd3Fe34,360.0
TbNdAl2Fe15,451.0
TbNdAl3Fe14,485.0
TbNdAl4Fe13,475.0
TbNdAl5Fe12,430.0
TbNdAl6Fe11,354.0
TbNdAl7Fe10,260.0
TbNdAl8Fe9,234.0
TbNdAlFe16,417.0
TbNdFe17,376.0
Nd2Ga2Fe15,554.0
Nd2Ga3Fe14,605.0
Nd2GaFe16,468.0
Nd2Ti(GaFe7)2,524.0
Nd2TiGa3Fe13,529.0
Nd2TiGaFe15,459.0
Nd4Ti(Ga2Fe9)3,559.0
Nd4TiFe33,373.0
Nd4TiGa2Fe31,459.0
Nd4TiGa4Fe29,525.0
Nd4TiGaFe32,413.0
Y2Co5Cu2B3,164.0
Y2Co6CuB3,190.0
Y2Co7B3,320.0
Y2V(Co2B)3,310.0
Y2V2Co5B3,290.0
Nd15Fe139Mo6,394.0
Sm3Fe28Mo,449.0
Dy2Ti2Fe22H,568.0
Dy4Fe34H9,532.0
Lu2Fe17H,354.0
Lu2Fe17H3,400.0
Lu2Ti2Fe22H,514.0
Lu4Fe34H3,375.0
Lu4Fe34H9,420.0
Sm100(TiFe19)17,491.0
Sm100(VFe19)17,481.0
Sm50(VFe9)17,598.0
Sm500(Ti9Fe91)17,561.0
Sm5Fe17,416.0
Ga14Co25Ni11,360.0
Tb5(SiGe)2,111.0
Tb5Si4,225.0
Cr19Cu10SbSe40,357.0
Cr3Cu2SbSe8,220.0
Cr6Cu5(SbSe5)4,260.0
Cr9Cu5SbSe20,240.0
CrCuSbSe4,250.0
Ce3Co11B4,265.0
Fe273Co117Si5B15Mo5(P10C7)5,783.0
Fe312Co78Si5B15Mo5(P10C7)5,683.0
Fe663Co117Si10B30Mo10(P10C7)10,665.0
Fe78SiB3MoP10C7,585.0
Fe78SiB5Mo(P2C)5,589.0
Fe78SiB7MoP10C3,593.0
PuFe2,564.0
PuGa3,20.0
PuPt2,6.0
PuSi,72.0
UPt,27.0
USi,120.0
Ba22Sr11La67(CoO3)100,208.0
Ba22Sr11La67Mn70(CoO10)30,209.0
Ba22Sr11La67Mn80(CoO15)20,228.0
Ba22Sr11La67Mn90(CoO30)10,296.0
PrCuSi,14.0
GdCuSi,49.0
TbCuSi,47.0
Zn7Fe20Ni3O40,305.0
Zn133Fe400Cu10Ni57O800,368.0
Zn21Fe80Cu10Ni9O160,463.0
Zn63Fe200Cu10Ni27O400,403.0
Sr11Nd9Mn20O60,250.0
Sr21Nd79Mn100O300,132.0
Sr2Nd3Mn5O15,324.0
Sr3Ru2O7,104.0
PrAlPt,5.8
LaCrSb3,139.0
CeCrSb3,145.0
NdCrSb3,142.0
PrCrSb3,147.0
Tb2Ga3Co,27.0
La67Mn75Co25(Pb11O100)3,272.0
Sr17Ca8La75Mn85(FeO20)15,130.0
Sr34Ca16La150Mn185(FeO40)15,268.0
Sr6La14Mn19FeO60,343.0
La57Nd10Ti5Mn95(Pb11O100)3,321.3
Sr33La57Nd10Mn90Al10O300,289.0
Sr33La57Nd10Mn95Al5O300,300.0
Ca33La67Mn90(CoO30)10,201.25
Nb19850Fe159594Co79797Cu3000Si21041(Ni67B227)397,526.0
Nb50Fe201Co402Si53Ni67B227,462.0
Nb50Fe402Co201Si53Ni67B227,505.0
Nb9950Fe39999Co79998Cu1000Si10547(Ni67B227)199,459.0
Tb5Nb4Cr2Fe66B23,410.0
Tb5Nb4Cr4Fe64B23,368.0
Tb5Nb4Cr8Fe60B23,267.0
Tb5Nb4Fe68B23,487.0
Tm102Nb25(Fe59B24)6,316.0
Tm108Nb25(Fe29B12)12,325.0
Tm30Nb25(Fe71B24)6,450.0
Tm60Nb25(Fe11B4)36,390.0
Ba5Gd5Co10O29,155.0
Ba25Nd25Co50O147,130.0
Ba10La10Co20O59,190.0
Sr10Gd10Co20O59,140.0
BaLaMn2O6,270.0
BaNdMn2O6,80.0
Nd3Mn5Pb2O15,156.0
Tb10FeCo19,303.0
Ce3Co29(Ge2B5)2,191.0
Nd3Co29(Ge2B5)2,195.0
Pr3Co29(Ge2B5)2,196.0
Sm3Co29(Ge2B5)2,205.0
Ba2Pr3Mn5O15,194.87
BaPrMn2O6,227.9
EuIn6Ni7,36.0
EuIn5Ni8,2.7
Gd5Sb3,187.0
Gd4Si2Ni2Bi,46.0
Gd400Si193Ni200Sb107,93.0
Nd67Mn100(Pb11O100)3,160.0
Ba3La7Mn9CrO30,305.0
La7Mn9Cr(PbO10)3,320.0
Sr28La57Nd10Mn100O300,349.12
Ba22Sr11La67Mn70(FeO10)30,80.0
Gd12Co7,171.0
Tb12Co7,96.0
Tb3Gd9Co7,159.0
Tb6Gd6Co7,136.0
Tb9Gd3Co7,118.0
La7Ce3Mn10O30,275.0
Sr19CaLa10Mn20O70,296.56
Sr20La9YMn20O70,317.52
Sr2LaMn2O7,321.95
Nd10Mn10FePb10,75.0
Nd20Mn20FePb20,130.0
Nd40Mn40Fe3Pb40,107.0
Nd40Mn40FePb40,144.0
NdMnPb,175.0
Eu50W50N71O79,20.0
Gd125(Ni8Sb17)3,115.0
Gd500Ni71Bi229,162.0
Gd5Bi3,112.0
Sr150Ca225La257Nd368Mn1000O3000,235.0
Sr40Ca35La63Sm62Mn200O600,184.0
ErNi4B,10.0
HoNi4B,6.2
NdNi4B,11.0
TbNi4B,18.1
DySiNi4,19.0
GdSiNi4,25.5
NdCo9Si4,12.0
Sr4La6Mn8CrFeO30,215.0
Sr3La6PrMn9FeO30,205.0
La80Mn100Cd33O300,155.0
Na3CaLa16Mn20O60,320.0
NaCa3La16Mn20O60,245.0
NaCaLa8Mn10O30,300.0
La7Mn10(TeO10)3,222.5
Ca2La3Mn5O15,265.0
Ca17La30Ce3Mn50O150,236.0
Ca31La60Ce9Mn100O300,221.0
Ca37La60Ce3Mn100O300,246.0
KCa5La14Mn20O60,270.0
La7Mn9Co(TeO10)3,160.0
Na3Ca12La35Mn50O150,263.0
NaLa8Mn10PbO30,247.0
Ti3CdSe4,371.64455
Ti3ZnSe4,339.75045
TiCd3Se4,370.25725
TiCdSe2,376.6645
TiSe,310.5879
TiZn3Se4,375.77875
TiZnSe2,360.17865
Ce3Nd7(YFe17)10,301.0
CeNd9(YFe17)10,325.0
CeNd4(YFe17)5,310.0
Ce2Nd3(YFe17)5,299.0
CeNd(YFe17)2,296.0
CaLaMn2O6,224.0
SrCaNd2Mn4O12,174.5
La9Mn10O30,252.0
KBa2La7Mn10O30,311.0
LiCa4La5Mn10O30,250.0
Sr3Li2Pr5Mn10O30,290.0
Sr3La7Mn9CrO30,320.5
Sr33La67Mn90Cr10O30,328.0
Gd17Ga3,286.0
Gd19Ga,288.5
Gd4Ga,282.5
Gd9Ga,286.5
Ga10Fe29,720.0
Mn203Ga100Fe87,50.0
Mn29Ga20Fe29,345.0
Mn29Ga40Fe87,530.0
Mn58Ga50Fe87,420.0
Mn87(Ga25Fe29)2,230.0
MnGaNi2,372.0
MnCo2Si,985.0
AlCrCo2,332.0
TiCo2Sn,355.0
Al5Cr3(FeCo5)2,707.5
AlFeCo2,1170.0
CrGaCo2,459.0
GaCo2Ni,670.0
MnAlNi2,350.0
Dy2Ti2O7,1.35
Dy3Al5O12,2.53
Dy5Si4,140.0
DyHoAl4,46.0
DyPO4,3.39
DyVO4,3.0
Gd10Al19Ni,191.0
Gd2(SO4)3,1.0
Gd3In,213.0
GdErAl4,96.0
HoPO4,1.39
MnP,298.0
TmAsO4,6.0
TmVO4,2.15
SmFe2Co2B,782.0
YFe3CoB,674.0
DyFe2Co2B,656.5
YFe2Co2B,655.0
YFeCo3B,635.0
NdFeCo3B,525.0
GdCo4B,508.333
SmCo4B,505.25
PrCo4B,458.4
TbCo4B,456.5
NdCo4B,447.833
SmCo3NiB,424.0
DyCo4B,422.5
LaCo4B,420.0
LuCo4B,396.0
ErCo4B,387.0
HoCo4B,372.0
ThCo4B,302.5
Y2BeCo17,1095.0
Ce2BeCo17,1002.0
La6InCo13,490.0
La6Co13Sb,490.0
CoSnRh2,449.33
Pr5ZrCo34,963.0
Y5ZrCo34,1114.0
Nd5ZrCo34,983.0
SmCo7,775.0
Sm5Co29,1023.0
Sm20(Co13Si2)9,577.8
Sm100(Ti3Co97)7,1029.0
Sm25(TiCo24)7,1018.0
Sm20(TiCo19)7,1015.0
Sm50(Ti3Co47)7,1006.0
Sm25(Ti2Co23)7,983.0
Sm10Co69Cu,1123.0
Sm5Co34Cu,1125.0
Sm10Co67Cu3,1101.0
Sm5Co33Cu2,1042.0
Sm2Co13Cu,1031.0
Sm10(Co9Cu)7,1033.0
Sm5ZrCo34,761.0
Sm10Zr3Co67,760.0
Sm5Zr4Co31,420.0
Sm4ZrCo27,770.0
Sm100Zr25(FeCo24)27,770.0
Sm100Zr25Fe41Co634,770.0
Sm100Zr25(Fe2Co23)27,770.0
Gd10ZrCo69,1144.0
Tb10Cr3Co67,722.5
Tb10Ga3Co67,831.8
Dy5Co26,960.0
Dy10ZrCo69,1128.0
Ho2Co11,1033.0
Ho10ZrCo69,1124.0
Er10ZrCo69,1122.0
Th10Co59,748.0
Nd6AlFe3,500.0
Nd12AlFe7,515.0
Nd2Fe17,325.0
Nd5Fe17,505.0
Tm3Ni,12.0
Ce2Ni7,48.0
Pr2Ni7,85.0
Nd2Ni7,87.0
Gd2Ni7,117.0
Tb2Ni7,99.5
Dy2Ni7,80.5
Ho2Ni7,70.0
Er2Ni7,74.0
Dy2Ni17,169.0
Pr3Co,7.0
Er3Co,7.0
Y2Ni7,58.0
Gd3Al2,283.5
TbCo2,231.0
Gd5Si4,337.0
GdCoSiNi3,45.0
GdFeSiNi3,168.0
GdMnSiNi3,136.0
TbCoSiNi3,43.0
TbCuNi4,29.0
TbCuSiNi3,13.0
TbFeSiNi3,156.0
TbMnSiNi3,119.0
MnSi,40.0
AlNi3,41.25
EuS,10.6
CaLa19Mn20O60,123.0
Fe3Pt,504.0
MnPt3,453.0
MnSnPd2,190.0
Sm2Fe17,393.5
Sm10Fe85H26,554.0
Sm20Ga10Fe160H43,547.0
Sm20Ga20Fe150H41,619.0
Sm20Ga30Fe140H37,623.0
Sm2Ga2Fe15,550.0
Sm2Ga3Fe14,584.0
Sm2GaFe16,485.0
Zr5Mn2Fe43,228.0
Zr11Fe79B10,360.0
Zr11Fe84B5,320.5
Al5Ga2Fe17Co52Si3B10P10C,398.0
Al5Ga2Fe29Co40Si3B9(P5C)2,498.0
Al5Ga2Fe43Co26Si3B8P10C3,548.0
Al5Ga2Fe56Co14Si3B6(P5C2)2,579.0
Al5Ga2Fe5Co63Si3(B6P5)2,318.0
Al5Ga2Fe70Si3B5(P2C)5,588.0
Cr6Ga8Fe131Cu2B11Mo8(P12C5)2,478.0
Cr8Ga8Fe131Cu2B11Mo6(P12C5)2,488.0
Fe71Cu(B5Mo2)4,386.0
Fe74CuB17Mo8,345.0
Fe76CuB15Mo8,316.0
Mn2Nb3Fe28Co9B8,568.0
MnNb3Fe29Co9B8,598.0
Nb3Fe30Co9B8,658.0
Nb6Fe137Cu2Si27(B9Mo5)2,468.0
Zr11Fe89,244.0
Zr4Mn2NbFe33B10,328.0
Zr4Mn2NbFe35B8,313.0
Zr4Mn2NbFe37B6,282.0
Zr4Mn2NbFe39B4,259.0
Zr4Mn2NbFe41B2,237.0
Zr6Fe78Co5CuB10,488.0
Zr6Fe83CuB10,398.0
Zr7Fe69CuB23,528.0
Zr7Fe71CuB21,498.0
Zr7Fe77CuB15,438.0
Zr7Fe82CuB10,388.0
Zr7Fe84CuB8,365.0
Zr7Fe86CuB6,330.0
Zr7Fe90CuB2,245.0
ZrMnFe8,195.0
Mn10Fe3Co7Ge10,249.0
Mn200Al17Ni200Ge183,213.0
Mn21Fe4(Si2Ge)5,196.0
Mn22Fe3(Si2Ge)5,182.0
Mn3Fe2Si2Ge,224.0
Mn41Fe9(Si2Ge)10,211.0
Mn43Fe7(Si2Ge)10,200.0
Mn4FeSiGe2,318.0
Mn7Fe3(Si2Ge)2,218.0
MnInNi2,315.0
Ca3La4Pr3Mn10O30,181.0
Ca25La25Mn48(NiO75)2,130.0
Ca33La67Mn85Zn15O300,202.0
Ca33La67Mn95(CuO20)15,194.0
La67Mn70Co30(Pb11O100)3,260.0
CeAgSb2,9.8
Ce50Al12Cu9Si79,9.4
CeAl2GaPd2,1.8
YbNiSn,5.65
Sm2Fe14B,614.0
Ce2Fe14B,422.0
CeTiFe10Co,585.0
CeTiFe11,475.0
CeTiFe8Co3,740.0
SmTi(Fe3Co2)2,864.0
SmTiFe9Co2,729.0
MnFe2Si,250.0
Na3La16Mn20O60,329.0
NaLa16Mn20O60,245.0
NaLa8Mn10O30,285.0
Sr4La5SmMn10O30,311.6685
Sr4La6Mn9VO30,306.6945
Sr2Sm3Mn5O15,122.0
La1250Fe13685Co119Si1375,301.0
Mn100Fe100Si25(Ge4P21)3,300.0
Mn43Ni46Sn11,288.0
Pr5Mn7Fe3Ge10,25.5
Sr3La4Pr3Mn10O30,295.0
Ca3La5Pr2Mn10O30,225.0
Ca27La60Pr13Mn100O300,226.5
Ca29La36Pr36Mn92O300,122.0
Ca30La28Pr42Mn93O300,115.0
Ca30La39Pr32Mn98O300,159.5
Ca30La49Pr22Mn98O300,191.5
Ca30La67Mn90(FeO30)10,113.0
Ca31La10Pr59Mn96O300,103.0
Ca31Pr69Mn96O300,119.0
Ca9La67Mn100(Ag7O100)3,250.0
KCa6La13Mn20O60,253.0
La67Mn100(AgO10)30,257.0
Sr3Ca11La36Mn50O150,270.0
YFe2,545.0
YFe3,549.0
Y2Fe17,328.0
Sr2Pr3Mn5O15,288.0
Ca10Pr15Mn24FeO75,90.0
Sr25Pr25Mn47(FeO50)3,147.5
MnAlCo2,693.0
TiCo2Si,380.0
GdNi2,75.4
Dy11Ho17(Al6Co5)2,17.0
Fe7Ni9(PPd2)8,94.0
Gd23Al11Ni16,62.0
Gd7Dy50Al23Co20,26.0
Gd8(AlNi3)3,57.0
Gd9Dy5Al6Co5,76.0
Gd9Y5Al6Co5,53.0
Y13Ho15(Al6Co5)2,5.5
Y6Er50Al7Co20,52.0
DyFeSi,70.0
GdAlCo,100.0
Ho5Si4,76.0
Sr12Sm13Mn25O75,124.0
Sr9Ca9Sm22Mn40O120,74.0
TbAlCo,70.0
Sr30La67Dy3Mn100O300,274.94
Sr3La7MnCoO30,281.0
Ba2FeMoO6,340.25
Ho2MnNiO6,84.0
Nd2MnNiO6,192.5
Ba10Cr2Fe3(MoO6)5,333.0
Ba10CrFe4(MoO6)5,338.0
Ba17Sr3Fe10(MoO6)10,331.0
Ba19SrFe10(MoO6)10,325.0
Sr19LaFe10(MoO6)10,360.0
Sr9PrFe5(MoO6)5,372.0
SrCa3La16Mn20O60,248.0
NdYFe17,347.5
Nd2Al2Fe15,492.0
Nd2Al3Fe14,490.0
Nd2AlFe16,424.0
Nd3Y(Al2Fe15)2,484.0
Nd3Y(Al3Fe14)2,514.0
Nd3Y(AlFe16)2,427.0
Nd3YFe34,358.0
NdY3(Al2Fe15)2,455.0
NdY3(Al3Fe14)2,471.0
NdY3(AlFe16)2,403.0
NdY3Fe34,363.0
NdYAl2Fe15,474.0
NdYAl3Fe14,485.0
NdYAlFe16,423.0
DyAl2,57.0
TbN,39.4
DyHoAl2,46.0
HoN,18.0
Cr2GaTe4,656.0
MnInTe3,678.0
CrTe2Au,900.0
ScV(PSe3)2,390.0
Na3VAs2,520.0
CrInTe3,910.0
CrAsS3,309.0
Al2CrTe4,710.0
VGeTe2,644.0
VTe2Au,280.0
Cr2Bi2Te5,252.0
Cr(PSe3)2,224.0
V2In2Te5,106.0
Na3VBr6,7.0
V2CrN4,2.0
V(CuS2)2,16.0
MnPtSe2,244.0
Cr2SiTe4,366.0
CrInSe3,206.0
Cr11Fe8Ni81,265.5
Cr13Fe8Ni79,195.4
Cr15Fe8Ni77,135.6
Cr3(FeNi10)2,231.7
Cr4Fe2Ni19,115.8
Cr5Fe4Ni41,305.5
Cr7Fe4Ni39,153.2
Cr9Fe8Ni83,345.6
Cr3Fe75(Si5B6)2,648.0
Nb2CrFe76B11P10,554.0
Nb2CrFe77B11P9,553.0
Nb2CrFe77B13P7,556.0
Nb2CrFe77B7P11,536.0
Nb2CrFe77B9P11,549.0
Nb4Cr2Fe154B19P21,544.0
Gd50FeSi20Ge19,308.0
Gd17Ni8,123.0
Gd13Ni7,122.0
Gd6Co2Si3,295.0
Gd71Co29,166.0
Gd71Ni29,122.0
Sr3CaPr6Mn10O30,270.04
Sr12Ca4Pr24Mn37(FeO40)3,115.035
Sr6Ca2Pr12Mn19FeO60,185.02
La10TiMn9O30,145.3
La20TiMn19O60,172.55
Ba2La7Mn10O30,311.0
CaLa4(FeO3)5,680.255
CaLa8Fe10PbO30,679.06
La4Fe5PbO15,684.815
DyGaCo4,498.0
Nd2Dy3(GaCo4)5,461.0
Nd3Dy2(GaCo4)5,450.0
Nd4Dy(GaCo4)5,433.0
NdDy4(GaCo4)5,470.0
NdGaCo4,410.0
La67Mn80Co20(Pb11O100)3,285.0
La67Mn85Co15(Pb11O100)3,297.0
Dy5Ni5H17,3.5
DyNi,59.0
Tb5Ni5H17,3.5
TbNi,62.0
MnZn9O10,232.0
Zn9CoO10,738.0
Zn9CrO10,154.0
Zn9CuO10,653.0
Zn9FeO10,485.0
Zn9InO10,105.0
Zn9NiO10,211.0
Sr6La14Mn19AlO60,334.0
Sr6La14TiMn19O60,304.0
Sr3La7Mn8(FeO15)2,103.5
Sr3La7Mn5Cr5O30,226.0
Sr3La7Mn9FeO30,260.0
Sr6La14Mn17(FeO20)3,180.0
Sr6La14Mn19(CuO12)5,346.5
Sr6La14Mn19NiO60,320.0
Sr6La14MnCo19O60,190.7
Dy12Co7,64.0
Er12Co7,13.5
Ho10Er2Co7,26.3
Ho12Co7,30.0
Ho4Er8Co7,15.0
Ho6Er6Co7,18.0
Ho8Er4Co7,22.0
Tb4Gd8Co7,140.8
Tb8Gd4Co7,118.9
BaPr4Mn5O15,218.75
Ca3300La63Mn80(FeO15)20,92.0
Ca33La63Mn80(FeO15)20,92.0
Ca33La67Mn85(FeO20)15,147.0
Ca4La16Mn17(FeO20)3,114.0
Ca4La16Mn19FeO60,233.0
CaLa4Mn4FeO15,70.0
La4Mn5CdO15,155.0
Pr4Mn5PbO15,175.0
Sr3Ca3La14Mn18(FeO30)2,225.0
ErAlFe,55.0
Gd5Cd4Ru,73.0
GdAlFe,265.0
GdCo3B2,54.0
Nd6Co2Si3,84.5
Gd6CoBi2,130.0
Gd6CoTe2,220.0
Gd6FeBi2,350.0
Sr3La4Ce3Mn10O30,310.0
Sr3La4Sm3Mn10O30,256.0
Sr3La5Ce2Mn10O30,348.0
Sr3La6CeMn10O30,359.0
Sr3Sm7Mn10O30,83.0
Sr6La11Ce3Mn20O60,356.0
Sr7La11Pr2Mn20O60,353.0
Nd3In,114.0
Pr3In,62.0
Dy3In,138.0
Er3In,51.0
Gd2Co14B,1050.0
Tb2Co14B,1035.0
Sm2Co14B,1029.0
Nd2Co14B,1007.0
Pr2Co14B,995.0
La2Co14B,955.0
Y2Co14B,955.0
Mn14Ga11Ni25,371.1
Mn27Ga23Ni50,373.4
Pu(MnSi)2,215.0
Pu(SiNi)2,42.0
Pu(FeSi)2,38.0
Pu(CrSi)2,81.0
HoNi5,12.75
Ho2Ni17,386.5
Ho3Ni2,33.0
HoNi,39.2
HoNi3,66.0
TbCo3B2,29.0
DyInNi,30.0
ErAlAg,14.0
EuGeAu,33.0
HoAlAg,18.0
HoInPd,23.0
Nd(CoB)2,27.0
Nd5Mn10(Si4Ge)2,36.0
NdSi,46.0
PrNi,20.0
Tb2Si3Pd,23.0
Zr5(MnFe14)3,218.0
GdZr5Fe44,284.0
Zr100(Fe99Ni)9,242.4
Zr2(Fe5Ni)3,405.05
Zr25(Fe24Ni)9,281.0
Zr2Fe17Ni,308.2
Zr2Fe23,180.3
Zr5(Mn2Fe13)3,154.0
Zr5(MnFe10)4,169.0
ZrFe8Ni,356.15
ZrFe9,237.9
Sr2La8Mn9RuO30,351.0
Sr4La16Mn17(RuO20)3,352.0
SrLa4Mn4RuO15,350.0
Pr(VFe5)2,565.0
Pr2(VFe7)3,600.0
Pr4V5Fe43,610.0
Pr4V7Fe41,585.0
Al29Co38Ni33,280.0
Nd9AlFe8Co7,477.0
Ga25(Fe6Ni19)3,415.0
Ga25Fe17Ni58,393.0
Ga25Fe19Ni56,444.0
Ga25Fe22Ni53,541.0
Ga5(FeNi4)3,369.0
Mn20Fe20As11P9,306.5
Ca63La37Mn100O300,265.0
Gd2Fe17N3,783.0
Nd15Gd5(Fe85N14)2,758.0
Nd20Fe170N29,743.0
Nd3GdFe34,370.0
Nd5Gd5Fe85N14,768.0
NdGd3Fe34,430.0
NdGdFe17,400.0
Gd10Si5Ge3,313.0
Gd5Si3Ge,323.0
Mn9V(Ni2Sn)10,306.0
GdMnSi,310.0
Gd5Mn4CoSi5,270.0
Gd5Mn3Co2Si5,230.0
Gd25Mn10Co3Si25,191.0
GdCoSi,170.0
GdAl2,167.75
Er3Ni2,17.0
Ho4CoNi7,22.0
TbCoC2,28.0
TmGa,15.0
Ca33La67Mn85V15O300,287.5
Sr3Ca3La12Nd2Mn18(FeO30)2,298.0
Sr3Ca3La12Nd2Mn19FeO60,306.0
Sr3Ca3La12Nd2Mn20O60,326.0
Nb19(Fe57B20)3,423.35
V137Fe663(Si2B3)40,334.5
V2Fe18Si2B3,472.75
V5Fe35(Si2B3)2,434.75
SmCoNi3B,90.0
SmCuNi3B,57.0
SmFeNi3B,322.0
SmMnNi3B,210.0
SmNi4B,40.0
Dy100Si9B191,52.0
Dy20Si3B37,49.0
DyB2,55.0
HoB2,17.5
NiGeRh2,113.0
FeGeRh2,490.0
Gd100Mn2(SiGe)39,295.0
Gd50Mn2(SiGe)19,295.0
Ca33Nd67Mn100O300,99.0
Mn22Ga25Ni53,319.0
Mn23Ga25Ni52,349.0
Mn4Ga5Ni11,306.0
Nd14Fe79B7,332.5
Nd600Co167Si300,84.0
Fe7Co3P5,450.0
KLa9Mn10O30,290.7
K70La893Mn1000O3000,230.0
Sr11Ca55La134Mn200O600,285.0
Tb6FeBi2,246.0
Tb6FeSb2,256.0
Ho6MnBi2,200.0
Er6MnBi2,100.0
KCa2La7Mn10O30,272.0
Nd3Co13B2,570.0
Y3Co13B2,636.0
Y3Ni13B2,65.0
LaCo5,840.0
LaCo5H4,300.0
Cr3Te4,322.5
Cr19Te20,345.0
Cr5Te8,220.0
MnFeGe,228.0
Ca3La7Ce2Mn10O30,190.0
Sr15La14Nd21Mn50O150,302.0
Sr3La5Y2Mn10O30,200.0
Sr6La9Eu4Mn20O60,305.0
Gd19Mn,279.9
Gd9Mn,279.1
Gd17Mn3,278.9
Gd4Mn,279.9
MnAlFe2,150.0
Tb600Co167Si300,180.5
Gd600Si300Ni167,305.0
Ca10La9NdMn20O60,229.0
Ca10La9PrMn20O60,235.0
Ca25La21Nd4Mn50O150,218.0
Nd2MnCoO6,154.0
Pr2MnCoO6,161.0
Sm2MnCoO6,134.5
K12Na3Pr85Mn100O300,138.0
K3Na12Pr85Mn100O300,130.0
K6Na9Pr85Mn100O300,131.0
K9Na6Pr85Mn100O300,135.0
NdNi5,7.5
CeNd4Ni25,5.1
CeNdNi10,3.5
PrNd4Ni25,5.8
PrNdNi10,3.4
Th2Fe22C3,419.0
Th5Fe55C9,512.0
ZrNi5,647.0
GdGaRh,58.0
NdGaRh,9.0
La16Nd4Co15Si2Ni83,667.0
La8Nd2Co10SiNi39,675.0
La8Nd2Co5SiNi44,650.0
La8Nd2CoSiNi48,585.0
Gd80(MnSb19)3,270.0
KLa4Mn5O15,319.0
K3La17Mn20O60,303.0
KLa19Mn20O60,273.2
Na3La17Mn20O60,312.0
K13Pr87Mn100O300,150.0
K3Pr47Mn50O150,68.0
Na2Pr23Mn25O75,100.0
Na3Pr17Mn20O60,136.0
Dy2Fe17H3,516.5
Gd2Fe17,506.0
Dy10Fe85N14,725.0
Er2Fe17H3,476.0
Ho20Fe170N21,709.0
Ho2Fe17,335.0
Ho2Fe17H3,492.0
Lu2Fe17H2,449.0
Tb10Fe85N14,733.0
Tb2Fe17,410.0
Tb4Fe34H5,559.0
Y10Fe85N14,740.0
Y2Fe17H3,490.0
Ti2FeGe,354.0
Ti2FeSn,475.0
La67Mn100Ag15(Pb3O50)6,288.31
Ni,631.0
Pr77Mn100(Pb11O100)3,167.0
CeFe2,230.0
HoCoNi4,100.0
ErCoNi4,182.0
Ca33La67Mn75Cr25O300,193.0
Ba33Pr67Mn100O300,194.5
Ca6La14Mn17(NiO20)3,170.0
CaPr3Mn4O12,118.0
Sr10Ca23La67Mn100O300,295.17
Sr2Pr2EuMn5O15,238.0
Gd11Fe2Co7,268.0
Gd11Mn2Co7,197.0
Gd13Al2Fe4B,197.0
Gd200In2Si77Ge81,278.0
Gd65Al8Fe20B7,192.0
Ba13La67Mn100Zn20O300,220.0
Ba33La62Er5Mn95(FeO60)5,254.58
Ca33La67Mn80(FeO15)20,92.0
SrLa7Mn8O24,186.0
GdAlPd,48.0
Dy2InCu2,49.5
Tb3(AlNi3)2,57.0
Ca21La70Mn100(Ag3O100)3,239.5
Ca6La13Mn20AgO60,255.0
ErNi5,9.5
GdNi5,33.0
DyNi5,11.6
PrNi5,14.0
SmNi5,29.0
